"juz","no_ayat","kata","label"
"4","11","pertiga","O"
"4","11","dari","O"
"4","11","harta","O"
"4","11","yang","O"
"4","11","ditinggalkan","O"
"4","11","jika","O"
"4","11","anak","O"
"4","11","perempuan","O"
"4","11","itu","O"
"4","11","seorang","O"
"4","11","saja","O"
"4","11","maka","O"
"4","11","ia","O"
"4","11","memperoleh","O"
"4","11","separo","O"
"4","11","harta","O"
"4","11","Dan","O"
"4","11","untuk","O"
"4","11","dua","O"
"4","11","orang","O"
"4","11","ibu-bapa","O"
"4","11","bagi","O"
"4","11","masing-masingnya","O"
"4","11","seperenam","O"
"4","11","dari","O"
"4","11","harta","O"
"4","11","yang","O"
"4","11","ditinggalkan","O"
"4","11","jika","O"
"4","11","yang","O"
"4","11","meninggal","O"
"4","11","itu","O"
"4","11","mempunyai","O"
"4","11","anak","O"
"4","11","jika","O"
"4","11","orang","B-PER"
"4","11","yang","I-PER"
"4","11","meninggal","I-PER"
"4","11","tidak","O"
"4","11","mempunyai","O"
"4","11","anak","O"
"4","11","dan","O"
"4","11","ia","O"
"4","11","diwarisi","O"
"4","11","oleh","O"
"4","11","ibu-bapanya","O"
"4","11","saja","O"
"4","11","maka","O"
"4","11","ibunya","O"
"4","11","mendapat","O"
"4","11","sepertiga","O"
"4","11","jika","O"
"4","11","yang","O"
"4","11","meninggal","O"
"4","11","itu","O"
"4","11","mempunyai","O"
"4","11","beberapa","O"
"4","11","saudara","O"
"4","11","maka","O"
"4","11","ibunya","O"
"4","11","mendapat","O"
"4","11","seperenam","O"
"4","11","Pembagian-pembagian","O"
"4","11","tersebut","O"
"4","11","di","O"
"4","11","atas","O"
"4","11","sesudah","O"
"4","11","dipenuhi","O"
"4","11","wasiat","O"
"4","11","yang","O"
"4","11","ia","O"
"4","11","buat","O"
"4","11","atau","O"
"4","11","dan","O"
"4","11","sesudah","O"
"4","11","dibayar","O"
"4","11","hutangnya","O"
"4","11","Tentang","O"
"4","11","orang","O"
"4","11","tuamu","O"
"4","11","dan","O"
"4","11","anak-anakmu","O"
"4","11","kamu","O"
"4","11","tidak","O"
"4","11","mengetahui","O"
"4","11","siapa","O"
"4","11","di","O"
"4","11","antara","O"
"4","11","mereka","O"
"4","11","yang","O"
"4","11","lebih","O"
"4","11","dekat","O"
"4","11","banyak","O"
"4","11","manfaatnya","O"
"4","11","bagimu","O"
"4","11","Ini","O"
"4","11","adalah","O"
"4","11","ketetapan","O"
"4","11","dari","O"
"4","11","Allah","O"
"4","11","Sesungguhnya","O"
"4","11","Allah","O"
"4","11","Maha","O"
"4","11","Mengetahui","O"
"4","11","lagi","O"
"4","11","Maha","O"
"4","11","Bijaksana","O"
"4","12","Dan","O"
"4","12","bagimu","O"
"4","12","suami-suami","O"
"4","12","seperdua","O"
"4","12","dari","O"
"4","12","harta","O"
"4","12","yang","O"
"4","12","ditinggalkan","O"
"4","12","oleh","O"
"4","12","isteri-isterimu","O"
"4","12","jika","O"
"4","12","mereka","O"
"4","12","tidak","O"
"4","12","mempunyai","O"
"4","12","anak","O"
"4","12","Jika","O"
"4","12","isteri-isterimu","O"
"4","12","itu","O"
"4","12","mempunyai","O"
"4","12","anak","O"
"4","12","maka","O"
"4","12","kamu","O"
"4","12","mendapat","O"
"4","12","seperempat","O"
"4","12","dari","O"
"4","12","harta","O"
"4","12","yang","O"
"4","12","ditinggalkannya","O"
"4","12","sesudah","O"
"4","12","dipenuhi","O"
"4","12","wasiat","O"
"4","12","yang","O"
"4","12","mereka","O"
"4","12","buat","O"
"4","12","atau","O"
"4","12","dan","O"
"4","12","seduah","O"
"4","12","dibayar","O"
"4","12","hutangnya","O"
"4","12","Para","O"
"4","12","isteri","O"
"4","12","memperoleh","O"
"4","12","seperempat","O"
"4","12","harta","O"
"4","12","yang","O"
"4","12","kamu","O"
"4","12","tinggalkan","O"
"4","12","jika","O"
"4","12","kamu","O"
"4","12","tidak","O"
"4","12","mempunyai","O"
"4","12","anak","O"
"4","12","Jika","O"
"4","12","kamu","O"
"4","12","mempunyai","O"
"4","12","anak","O"
"4","12","maka","O"
"4","12","para","O"
"4","12","isteri","O"
"4","12","memperoleh","O"
"4","12","seperdelapan","O"
"4","12","dari","O"
"4","12","harta","O"
"4","12","yang","O"
"4","12","kamu","O"
"4","12","tinggalkan","O"
"4","12","sesudah","O"
"4","12","dipenuhi","O"
"4","12","wasiat","O"
"4","12","yang","O"
"4","12","kamu","O"
"4","12","buat","O"
"4","12","atau","O"
"4","12","dan","O"
"4","12","sesudah","O"
"4","12","dibayar","O"
"4","12","hutang-hutangmu","O"
"4","12","Jika","O"
"4","12","seseorang","O"
"4","12","mati","O"
"4","12","baik","O"
"4","12","laki-laki","O"
"4","12","maupun","O"
"4","12","perempuan","O"
"4","12","yang","O"
"4","12","tidak","O"
"4","12","meninggalkan","O"
"4","12","ayah","O"
"4","12","dan","O"
"4","12","tidak","O"
"4","12","meninggalkan","O"
"4","12","anak","O"
"4","12","tetapi","O"
"4","12","mempunyai","O"
"4","12","seorang","O"
"4","12","saudara","O"
"4","12","laki-laki","O"
"4","12","seibu","O"
"4","12","saja","O"
"4","12","atau","O"
"4","12","seorang","O"
"4","12","saudara","O"
"4","12","perempuan","O"
"4","12","seibu","O"
"4","12","saja","O"
"4","12","maka","O"
"4","12","bagi","O"
"4","12","masing-masing","O"
"4","12","dari","O"
"4","12","kedua","O"
"4","12","jenis","O"
"4","12","saudara","O"
"4","12","itu","O"
"4","12","seperenam","O"
"4","12","harta","O"
"4","12","Tetapi","O"
"4","12","jika","O"
"4","12","saudara-saudara","O"
"4","12","seibu","O"
"4","12","itu","O"
"4","12","lebih","O"
"4","12","dari","O"
"4","12","seorang","O"
"4","12","maka","O"
"4","12","mereka","O"
"4","12","bersekutu","O"
"4","12","dalam","O"
"4","12","yang","O"
"4","12","sepertiga","O"
"4","12","itu","O"
"4","12","sesudah","O"
"4","12","dipenuhi","O"
"4","12","wasiat","O"
"4","12","yang","O"
"4","12","dibuat","O"
"4","12","olehnya","O"
"4","12","atau","O"
"4","12","sesudah","O"
"4","12","dibayar","O"
"4","12","hutangnya","O"
"4","12","dengan","O"
"4","12","tidak","O"
"4","12","memberi","O"
"4","12","mudharat","O"
"4","12","kepada","O"
"4","12","ahli","O"
"4","12","waris","O"
"4","12","Allah","O"
"4","12","menetapkan","O"
"4","12","yang","O"
"4","12","demikian","O"
"4","12","itu","O"
"4","12","sebagai","O"
"4","12","syariat","O"
"4","12","yang","O"
"4","12","benar-benar","O"
"4","12","dari","O"
"4","12","Allah","O"
"4","12","dan","O"
"4","12","Allah","O"
"4","12","Maha","O"
"4","12","Mengetahui","O"
"4","12","lagi","O"
"4","12","Maha","O"
"4","12","Penyantun","O"
"4","13","Hukum-hukum","O"
"4","13","tersebut","O"
"4","13","itu","O"
"4","13","adalah","O"
"4","13","ketentuan-ketentuan","O"
"4","13","dari","O"
"4","13","Allah","O"
"4","13","Barangsiapa","O"
"4","13","taat","O"
"4","13","kepada","O"
"4","13","Allah","O"
"4","13","dan","O"
"4","13","Rasul-Nya","O"
"4","13","niscaya","O"
"4","13","Allah","O"
"4","13","memasukkannya","O"
"4","13","kedalam","O"
"4","13","surga","O"
"4","13","yang","O"
"4","13","mengalir","O"
"4","13","didalamnya","O"
"4","13","sungai-sungai","O"
"4","13","sedang","O"
"4","13","mereka","O"
"4","13","kekal","O"
"4","13","di","O"
"4","13","dalamnya","O"
"4","13","dan","O"
"4","13","itulah","O"
"4","13","kemenangan","O"
"4","13","yang","O"
"4","13","besar","O"
"4","14","Dan","O"
"4","14","barangsiapa","O"
"4","14","yang","O"
"4","14","mendurhakai","O"
"4","14","Allah","O"
"4","14","dan","O"
"4","14","Rasul-Nya","O"
"4","14","dan","O"
"4","14","melanggar","O"
"4","14","ketentuan-ketentuan-Nya","O"
"4","14","niscaya","O"
"4","14","Allah","O"
"4","14","memasukkannya","O"
"4","14","ke","O"
"4","14","dalam","O"
"4","14","api","O"
"4","14","neraka","O"
"4","14","sedang","O"
"4","14","ia","O"
"4","14","kekal","O"
"4","14","di","O"
"4","14","dalamnya","O"
"4","14","dan","O"
"4","14","baginya","O"
"4","14","siksa","O"
"4","14","yang","O"
"4","14","menghinakan","O"
"4","15","Dan","O"
"4","15","terhadap","O"
"4","15","para","O"
"4","15","wanita","O"
"4","15","yang","O"
"4","15","mengerjakan","O"
"4","15","perbuatan","O"
"4","15","keji","O"
"4","15","hendaklah","O"
"4","15","ada","O"
"4","15","empat","O"
"4","15","orang","O"
"4","15","saksi","O"
"4","15","diantara","O"
"4","15","kamu","O"
"4","15","yang","O"
"4","15","menyaksikannya","O"
"4","15","Kemudian","O"
"4","15","apabila","O"
"4","15","mereka","O"
"4","15","telah","O"
"4","15","memberi","O"
"4","15","persaksian","O"
"4","15","maka","O"
"4","15","kurunglah","O"
"4","15","mereka","O"
"4","15","wanita-wanita","O"
"4","15","itu","O"
"4","15","dalam","O"
"4","15","rumah","O"
"4","15","sampai","O"
"4","15","mereka","O"
"4","15","menemui","O"
"4","15","ajalnya","O"
"4","15","atau","O"
"4","15","sampai","O"
"4","15","Allah","O"
"4","15","memberi","O"
"4","15","jalan","O"
"4","15","lain","O"
"4","15","kepadanya","O"
"4","16","Dan","O"
"4","16","terhadap","O"
"4","16","dua","O"
"4","16","orang","B-PER"
"4","16","yang","I-PER"
"4","16","melakukan","I-PER"
"4","16","perbuatan","I-PER"
"4","16","keji","I-PER"
"4","16","di","O"
"4","16","antara","O"
"4","16","kamu","O"
"4","16","maka","O"
"4","16","berilah","O"
"4","16","hukuman","O"
"4","16","kepada","O"
"4","16","keduanya","O"
"4","16","kemudian","O"
"4","16","jika","O"
"4","16","keduanya","O"
"4","16","bertaubat","O"
"4","16","dan","O"
"4","16","memperbaiki","O"
"4","16","diri","O"
"4","16","maka","O"
"4","16","biarkanlah","O"
"4","16","mereka","O"
"4","16","Sesungguhnya","O"
"4","16","Allah","O"
"4","16","Maha","O"
"4","16","Penerima","O"
"4","16","taubat","O"
"4","16","lagi","O"
"4","16","Maha","O"
"4","16","Penyayang","O"
"4","17","Sesungguhnya","O"
"4","17","taubat","O"
"4","17","di","O"
"4","17","sisi","O"
"4","17","Allah","O"
"4","17","hanyalah","O"
"4","17","taubat","O"
"4","17","bagi","O"
"4","17","orang-orang","B-PER"
"4","17","yang","I-PER"
"4","17","mengerjakan","I-PER"
"4","17","kejahatan","I-PER"
"4","17","lantaran","O"
"4","17","kejahilan","O"
"4","17","yang","O"
"4","17","kemudian","O"
"4","17","mereka","O"
"4","17","bertaubat","O"
"4","17","dengan","O"
"4","17","segera","O"
"4","17","maka","O"
"4","17","mereka","O"
"4","17","itulah","O"
"4","17","yang","O"
"4","17","diterima","O"
"4","17","Allah","O"
"4","17","taubatnya","O"
"4","17","dan","O"
"4","17","Allah","O"
"4","17","Maha","O"
"4","17","Mengetahui","O"
"4","17","lagi","O"
"4","17","Maha","O"
"4","17","Bijaksana","O"
"4","18","Dan","O"
"4","18","tidaklah","O"
"4","18","taubat","O"
"4","18","itu","O"
"4","18","diterima","O"
"4","18","Allah","O"
"4","18","dari","O"
"4","18","orang-orang","B-PER"
"4","18","yang","I-PER"
"4","18","mengerjakan","I-PER"
"4","18","kejahatan","I-PER"
"4","18","yang","O"
"4","18","hingga","O"
"4","18","apabila","O"
"4","18","datang","O"
"4","18","ajal","O"
"4","18","kepada","O"
"4","18","seseorang","O"
"4","18","di","O"
"4","18","antara","O"
"4","18","mereka","O"
"4","18","barulah","O"
"4","18","ia","O"
"4","18","mengatakan","O"
"4","18","Sesungguhnya","O"
"4","18","saya","O"
"4","18","bertaubat","O"
"4","18","sekarang","O"
"4","18","Dan","O"
"4","18","tidak","O"
"4","18","pula","O"
"4","18","diterima","O"
"4","18","taubat","O"
"4","18","orang-orang","B-PER"
"4","18","yang","I-PER"
"4","18","mati","I-PER"
"4","18","sedang","O"
"4","18","mereka","O"
"4","18","di","O"
"4","18","dalam","O"
"4","18","kekafiran","O"
"4","18","Bagi","O"
"4","18","orang-orang","O"
"4","18","itu","O"
"4","18","telah","O"
"4","18","Kami","O"
"4","18","sediakan","O"
"4","18","siksa","O"
"4","18","yang","O"
"4","18","pedih","O"
"4","19","Hai","O"
"4","19","orang-orang","B-PER"
"4","19","yang","I-PER"
"4","19","beriman","I-PER"
"4","19","tidak","O"
"4","19","halal","O"
"4","19","bagi","O"
"4","19","kamu","O"
"4","19","mempusakai","O"
"4","19","wanita","O"
"4","19","dengan","O"
"4","19","jalan","O"
"4","19","paksa","O"
"4","19","dan","O"
"4","19","janganlah","O"
"4","19","kamu","O"
"4","19","menyusahkan","O"
"4","19","mereka","O"
"4","19","karena","O"
"4","19","hendak","O"
"4","19","mengambil","O"
"4","19","kembali","O"
"4","19","sebagian","O"
"4","19","dari","O"
"4","19","apa","O"
"4","19","yang","O"
"4","19","telah","O"
"4","19","kamu","O"
"4","19","berikan","O"
"4","19","kepadanya","O"
"4","19","terkecuali","O"
"4","19","bila","O"
"4","19","mereka","O"
"4","19","melakukan","O"
"4","19","pekerjaan","O"
"4","19","keji","O"
"4","19","yang","O"
"4","19","nyata","O"
"4","19","Dan","O"
"4","19","bergaullah","O"
"4","19","dengan","O"
"4","19","mereka","O"
"4","19","secara","O"
"4","19","patut","O"
"4","19","Kemudian","O"
"4","19","bila","O"
"4","19","kamu","O"
"4","19","tidak","O"
"4","19","menyukai","O"
"4","19","mereka","O"
"4","19","maka","O"
"4","19","bersabarlah","O"
"4","19","karena","O"
"4","19","mungkin","O"
"4","19","kamu","O"
"4","19","tidak","O"
"4","19","menyukai","O"
"4","19","sesuatu","O"
"4","19","padahal","O"
"4","19","Allah","O"
"4","19","menjadikan","O"
"4","19","padanya","O"
"4","19","kebaikan","O"
"4","19","yang","O"
"4","19","banyak","O"
"4","20","Dan","O"
"4","20","jika","O"
"4","20","kamu","O"
"4","20","ingin","O"
"4","20","mengganti","O"
"4","20","isterimu","O"
"4","20","dengan","O"
"4","20","isteri","O"
"4","20","yang","O"
"4","20","lain","O"
"4","20","sedang","O"
"4","20","kamu","O"
"4","20","telah","O"
"4","20","memberikan","O"
"4","20","kepada","O"
"4","20","seseorang","O"
"4","20","di","O"
"4","20","antara","O"
"4","20","mereka","O"
"4","20","harta","O"
"4","20","yang","O"
"4","20","banyak","O"
"4","20","maka","O"
"4","20","janganlah","O"
"4","20","kamu","O"
"4","20","mengambil","O"
"4","20","kembali","O"
"4","20","dari","O"
"4","20","padanya","O"
"4","20","barang","O"
"4","20","sedikitpun","O"
"4","20","Apakah","O"
"4","20","kamu","O"
"4","20","akan","O"
"4","20","mengambilnya","O"
"4","20","kembali","O"
"4","20","dengan","O"
"4","20","jalan","O"
"4","20","tuduhan","O"
"4","20","yang","O"
"4","20","dusta","O"
"4","20","dan","O"
"4","20","dengan","O"
"4","20","menanggung","O"
"4","20","dosa","O"
"4","20","yang","O"
"4","20","nyata","O"
"4","21","Bagaimana","O"
"4","21","kamu","O"
"4","21","akan","O"
"4","21","mengambilnya","O"
"4","21","kembali","O"
"4","21","padahal","O"
"4","21","sebagian","O"
"4","21","kamu","O"
"4","21","telah","O"
"4","21","bergaul","O"
"4","21","bercampur","O"
"4","21","dengan","O"
"4","21","yang","O"
"4","21","lain","O"
"4","21","sebagai","O"
"4","21","suami-isteri","O"
"4","21","Dan","O"
"4","21","mereka","O"
"4","21","isteri-isterimu","O"
"4","21","telah","O"
"4","21","mengambil","O"
"4","21","dari","O"
"4","21","kamu","O"
"4","21","perjanjian","O"
"4","21","yang","O"
"4","21","kuat","O"
"4","22","Dan","O"
"4","22","janganlah","O"
"4","22","kamu","O"
"4","22","kawini","O"
"4","22","wanita-wanita","O"
"4","22","yang","O"
"4","22","telah","O"
"4","22","dikawini","O"
"4","22","oleh","O"
"4","22","ayahmu","O"
"4","22","terkecuali","O"
"4","22","pada","O"
"4","22","masa","O"
"4","22","yang","O"
"4","22","telah","O"
"4","22","lampau","O"
"4","22","Sesungguhnya","O"
"4","22","perbuatan","O"
"4","22","itu","O"
"4","22","amat","O"
"4","22","keji","O"
"4","22","dan","O"
"4","22","dibenci","O"
"4","22","Allah","O"
"4","22","dan","O"
"4","22","seburuk-buruk","O"
"4","22","jalan","O"
"4","22","yang","O"
"4","22","ditempuh","O"
"4","23","Diharamkan","O"
"4","23","atas","O"
"4","23","kamu","O"
"4","23","mengawini","O"
"4","23","ibu-ibumu","O"
"4","23","anak-anakmu","O"
"4","23","yang","O"
"4","23","perempuan","O"
"4","23","saudara-saudaramu","O"
"4","23","yang","O"
"4","23","perempuan","O"
"4","23","saudara-saudara","O"
"4","23","bapakmu","O"
"4","23","yang","O"
"4","23","perempuan","O"
"4","23","saudara-saudara","O"
"4","23","ibumu","O"
"4","23","yang","O"
"4","23","perempuan","O"
"4","23","anak-anak","O"
"4","23","perempuan","O"
"4","23","dari","O"
"4","23","saudara-saudaramu","O"
"4","23","yang","O"
"4","23","laki-laki","O"
"4","23","anak-anak","O"
"4","23","perempuan","O"
"4","23","dari","O"
"4","23","saudara-saudaramu","O"
"4","23","yang","O"
"4","23","perempuan","O"
"4","23","ibu-ibumu","O"
"4","23","yang","O"
"4","23","menyusui","O"
"4","23","kamu","O"
"4","23","saudara","O"
"4","23","perempuan","O"
"4","23","sepersusuan","O"
"4","23","ibu-ibu","O"
"4","23","isterimu","O"
"4","23","mertua","O"
"4","23","anak-anak","O"
"4","23","isterimu","O"
"4","23","yang","O"
"4","23","dalam","O"
"4","23","pemeliharaanmu","O"
"4","23","dari","O"
"4","23","isteri","O"
"4","23","yang","O"
"4","23","telah","O"
"4","23","kamu","O"
"4","23","campuri","O"
"4","23","tetapi","O"
"4","23","jika","O"
"4","23","kamu","O"
"4","23","belum","O"
"4","23","campur","O"
"4","23","dengan","O"
"4","23","isterimu","O"
"4","23","itu","O"
"4","23","dan","O"
"4","23","sudah","O"
"4","23","kamu","O"
"4","23","ceraikan","O"
"4","23","maka","O"
"4","23","tidak","O"
"4","23","berdosa","O"
"4","23","kamu","O"
"4","23","mengawininya","O"
"4","23","dan","O"
"4","23","diharamkan","O"
"4","23","bagimu","O"
"4","23","isteri-isteri","O"
"4","23","anak","O"
"4","23","kandungmu","O"
"4","23","menantu","O"
"4","23","dan","O"
"4","23","menghimpunkan","O"
"4","23","dalam","O"
"4","23","perkawinan","O"
"4","23","dua","O"
"4","23","perempuan","O"
"4","23","yang","O"
"4","23","bersaudara","O"
"4","23","kecuali","O"
"4","23","yang","O"
"4","23","telah","O"
"4","23","terjadi","O"
"4","23","pada","O"
"4","23","masa","O"
"4","23","lampau","O"
"4","23","sesungguhnya","O"
"4","23","Allah","O"
"4","23","Maha","O"
"4","23","Pengampun","O"
"4","23","lagi","O"
"4","23","Maha","O"
"4","23","Penyayang","O"
"4","24","dan","O"
"4","24","diharamkan","O"
"4","24","juga","O"
"4","24","kamu","O"
"4","24","mengawini","O"
"4","24","wanita","O"
"4","24","yang","O"
"4","24","bersuami","O"
"4","24","kecuali","O"
"4","24","budak-budak","O"
"4","24","yang","O"
"4","24","kamu","O"
"4","24","miliki","O"
"4","24","Allah","O"
"4","24","telah","O"
"4","24","menetapkan","O"
"4","24","hukum","O"
"4","24","itu","O"
"4","24","sebagai","O"
"4","24","ketetapan-Nya","O"
"4","24","atas","O"
"4","24","kamu","O"
"4","24","Dan","O"
"4","24","dihalalkan","O"
"4","24","bagi","O"
"4","24","kamu","O"
"4","24","selain","O"
"4","24","yang","O"
"4","24","demikian","O"
"4","24","yaitu","O"
"4","24","mencari","O"
"4","24","isteri-isteri","O"
"4","24","dengan","O"
"4","24","hartamu","O"
"4","24","untuk","O"
"4","24","dikawini","O"
"4","24","bukan","O"
"4","24","untuk","O"
"4","24","berzina","O"
"4","24","Maka","O"
"4","24","isteri-isteri","O"
"4","24","yang","O"
"4","24","telah","O"
"4","24","kamu","O"
"4","24","nikmati","O"
"4","24","campuri","O"
"4","24","di","O"
"4","24","antara","O"
"4","24","mereka","O"
"4","24","berikanlah","O"
"4","24","kepada","O"
"4","24","mereka","O"
"4","24","maharnya","O"
"4","24","dengan","O"
"4","24","sempurna","O"
"4","24","sebagai","O"
"4","24","suatu","O"
"4","24","kewajiban","O"
"4","24","dan","O"
"4","24","tiadalah","O"
"4","24","mengapa","O"
"4","24","bagi","O"
"4","24","kamu","O"
"4","24","terhadap","O"
"4","24","sesuatu","O"
"4","24","yang","O"
"4","24","kamu","O"
"4","24","telah","O"
"4","24","saling","O"
"4","24","merelakannya","O"
"4","24","sesudah","O"
"4","24","menentukan","O"
"4","24","mahar","O"
"4","24","itu","O"
"4","24","Sesungguhnya","O"
"4","24","Allah","O"
"4","24","Maha","O"
"4","24","Mengetahui","O"
"4","24","lagi","O"
"4","24","Maha","O"
"4","24","Bijaksana","O"
"4","25","Dan","O"
"4","25","barangsiapa","O"
"4","25","diantara","O"
"4","25","kamu","O"
"4","25","orang","O"
"4","25","merdeka","O"
"4","25","yang","O"
"4","25","tidak","O"
"4","25","cukup","O"
"4","25","perbelanjaannya","O"
"4","25","untuk","O"
"4","25","mengawini","O"
"4","25","wanita","O"
"4","25","merdeka","O"
"4","25","lagi","O"
"4","25","beriman","O"
"4","25","ia","O"
"4","25","boleh","O"
"4","25","mengawini","O"
"4","25","wanita","O"
"4","25","yang","O"
"4","25","beriman","O"
"4","25","dari","O"
"4","25","budak-budak","O"
"4","25","yang","O"
"4","25","kamu","O"
"4","25","miliki","O"
"4","25","Allah","O"
"4","25","mengetahui","O"
"4","25","keimananmu","O"
"4","25","sebahagian","O"
"4","25","kamu","O"
"4","25","adalah","O"
"4","25","dari","O"
"4","25","sebahagian","O"
"4","25","yang","O"
"4","25","lain","O"
"4","25","karena","O"
"4","25","itu","O"
"4","25","kawinilah","O"
"4","25","mereka","O"
"4","25","dengan","O"
"4","25","seizin","O"
"4","25","tuan","O"
"4","25","mereka","O"
"4","25","dan","O"
"4","25","berilah","O"
"4","25","maskawin","O"
"4","25","mereka","O"
"4","25","menurut","O"
"4","25","yang","O"
"4","25","patut","O"
"4","25","sedang","O"
"4","25","merekapun","O"
"4","25","wanita-wanita","O"
"4","25","yang","O"
"4","25","memelihara","O"
"4","25","diri","O"
"4","25","bukan","O"
"4","25","pezina","O"
"4","25","dan","O"
"4","25","bukan","O"
"4","25","pula","O"
"4","25","wanita","O"
"4","25","yang","O"
"4","25","mengambil","O"
"4","25","laki-laki","O"
"4","25","lain","O"
"4","25","sebagai","O"
"4","25","piaraannya","O"
"4","25","dan","O"
"4","25","apabila","O"
"4","25","mereka","O"
"4","25","telah","O"
"4","25","menjaga","O"
"4","25","diri","O"
"4","25","dengan","O"
"4","25","kawin","O"
"4","25","kemudian","O"
"4","25","mereka","O"
"4","25","melakukan","O"
"4","25","perbuatan","O"
"4","25","yang","O"
"4","25","keji","O"
"4","25","zina","O"
"4","25","maka","O"
"4","25","atas","O"
"4","25","mereka","O"
"4","25","separo","O"
"4","25","hukuman","O"
"4","25","dari","O"
"4","25","hukuman","O"
"4","25","wanita-wanita","O"
"4","25","merdeka","O"
"4","25","yang","O"
"4","25","bersuami","O"
"4","25","Kebolehan","O"
"4","25","mengawini","O"
"4","25","budak","O"
"4","25","itu","O"
"4","25","adalah","O"
"4","25","bagi","O"
"4","25","orang-orang","B-PER"
"4","25","yang","I-PER"
"4","25","takut","I-PER"
"4","25","kepada","I-PER"
"4","25","kemasyakatan","I-PER"
"4","25","menjaga","O"
"4","25","diri","O"
"4","25","dari","O"
"4","25","perbuatan","O"
"4","25","zina","O"
"4","25","di","O"
"4","25","antara","O"
"4","25","kamu","O"
"4","25","dan","O"
"4","25","kesabaran","O"
"4","25","itu","O"
"4","25","lebih","O"
"4","25","baik","O"
"4","25","bagimu","O"
"4","25","Dan","O"
"4","25","Allah","O"
"4","25","Maha","O"
"4","25","Pengampun","O"
"4","25","lagi","O"
"4","25","Maha","O"
"4","25","Penyayang","O"
"4","26","Allah","O"
"4","26","hendak","O"
"4","26","menerangkan","O"
"4","26","hukum","O"
"4","26","syariat-Nya","O"
"4","26","kepadamu","O"
"4","26","dan","O"
"4","26","menunjukimu","O"
"4","26","kepada","O"
"4","26","jalan-jalan","O"
"4","26","orang","B-PER"
"4","26","yang","I-PER"
"4","26","sebelum","I-PER"
"4","26","kamu","I-PER"
"4","26","para","O"
"4","26","nabi","B-PER"
"4","26","dan","O"
"4","26","shalihin","B-PER"
"4","26","dan","O"
"4","26","hendak","O"
"4","26","menerima","O"
"4","26","taubatmu","O"
"4","26","Dan","O"
"4","26","Allah","O"
"4","26","Maha","O"
"4","26","Mengetahui","O"
"4","26","lagi","O"
"4","26","Maha","O"
"4","26","Bijaksana","O"
"4","27","Dan","O"
"4","27","Allah","O"
"4","27","hendak","O"
"4","27","menerima","O"
"4","27","taubatmu","O"
"4","27","sedang","O"
"4","27","orang-orang","B-PER"
"4","27","yang","I-PER"
"4","27","mengikuti","I-PER"
"4","27","hawa","I-PER"
"4","27","nafsunya","I-PER"
"4","27","bermaksud","O"
"4","27","supaya","O"
"4","27","kamu","O"
"4","27","berpaling","O"
"4","27","sejauh-jauhnya","O"
"4","27","dari","O"
"4","27","kebenaran","O"
"4","28","Allah","O"
"4","28","hendak","O"
"4","28","memberikan","O"
"4","28","keringanan","O"
"4","28","kepadamu","O"
"4","28","dan","O"
"4","28","manusia","O"
"4","28","dijadikan","O"
"4","28","bersifat","O"
"4","28","lemah","O"
"4","29","Hai","O"
"4","29","orang-orang","B-PER"
"4","29","yang","I-PER"
"4","29","beriman","I-PER"
"4","29","janganlah","O"
"4","29","kamu","O"
"4","29","saling","O"
"4","29","memakan","O"
"4","29","harta","O"
"4","29","sesamamu","O"
"4","29","dengan","O"
"4","29","jalan","O"
"4","29","yang","O"
"4","29","batil","O"
"4","29","kecuali","O"
"4","29","dengan","O"
"4","29","jalan","O"
"4","29","perniagaan","O"
"4","29","yang","O"
"4","29","berlaku","O"
"4","29","dengan","O"
"4","29","suka","O"
"4","29","sama-suka","O"
"4","29","di","O"
"4","29","antara","O"
"4","29","kamu","O"
"4","29","Dan","O"
"4","29","janganlah","O"
"4","29","kamu","O"
"4","29","membunuh","O"
"4","29","dirimu","O"
"4","29","sesungguhnya","O"
"4","29","Allah","O"
"4","29","adalah","O"
"4","29","Maha","O"
"4","29","Penyayang","O"
"4","29","kepadamu","O"
"4","30","Dan","O"
"4","30","barangsiapa","O"
"4","30","berbuat","O"
"4","30","demikian","O"
"4","30","dengan","O"
"4","30","melanggar","O"
"4","30","hak","O"
"4","30","dan","O"
"4","30","aniaya","O"
"4","30","maka","O"
"4","30","Kami","O"
"4","30","kelak","O"
"4","30","akan","O"
"4","30","memasukkannya","O"
"4","30","ke","O"
"4","30","dalam","O"
"4","30","neraka","O"
"4","30","Yang","O"
"4","30","demikian","O"
"4","30","itu","O"
"4","30","adalah","O"
"4","30","mudah","O"
"4","30","bagi","O"
"4","30","Allah","O"
"4","31","Jika","O"
"4","31","kamu","O"
"4","31","menjauhi","O"
"4","31","dosa-dosa","O"
"4","31","besar","O"
"4","31","di","O"
"4","31","antara","O"
"4","31","dosa-dosa","O"
"4","31","yang","O"
"4","31","dilarang","O"
"4","31","kamu","O"
"4","31","mengerjakannya","O"
"4","31","niscaya","O"
"4","31","Kami","O"
"4","31","hapus","O"
"4","31","kesalahan-kesalahanmu","O"
"4","31","dosa-dosamu","O"
"4","31","yang","O"
"4","31","kecil","O"
"4","31","dan","O"
"4","31","Kami","O"
"4","31","masukkan","O"
"4","31","kamu","O"
"4","31","ke","O"
"4","31","tempat","O"
"4","31","yang","O"
"4","31","mulia","O"
"4","31","surga","O"
"4","32","Dan","O"
"4","32","janganlah","O"
"4","32","kamu","O"
"4","32","iri","O"
"4","32","hati","O"
